currency,estruct,ecase,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
PPS,FAM,CPL_2CH_100_33,CH	: 	3242.03 	3041.16 	3041.16 	2936.31 	2869.47 	3297.17 	2583.80 	2477.29 	2460.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,CY	: 	: 	: 	: 	: 	: 	: 	777.86 	: 	766.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,CZ	: 	814.44 	1539.78 	1395.93 	1453.83 	1471.51 	1766.45 	2192.54 	893.15 	880.64 	896.33 	1091.84 	1197.43 	1154.15 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,DE	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,DK	: 	2699.52 	2557.05 	2548.06 	2564.81 	2153.08 	2194.38 	2192.53 	2133.16 	2078.77 	2053.00 	1992.92 	2031.24 	1945.72 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,EE	: 	622.19 	590.88 	590.88 	39.18 	: 	37.85 	627.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,EL	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,ES	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,FI	: 	2125.81 	2110.42 	2033.65 	2055.33 	2013.86 	2081.96 	2112.38 	2058.16 	2041.28 	2040.19 	1900.29 	1941.48 	1928.17 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,FR	: 	1366.63 	1383.27 	1369.54 	1329.49 	1302.04 	1270.62 	1323.21 	1272.30 	1274.90 	1228.49 	1228.22 	1277.44 	1235.79 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,HU	: 	1866.60 	1775.45 	1775.45 	1769.71 	1772.14 	1830.68 	1817.78 	1797.06 	1024.62 	983.02 	985.22 	927.23 	830.23 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,IE	: 	2842.15 	2888.46 	2888.46 	3045.58 	3160.88 	3057.64 	3046.94 	2850.92 	2701.21 	2479.71 	2231.89 	1645.30 	1085.12 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,IS	: 	983.50 	634.64 	853.76 	986.33 	1468.88 	1516.77 	985.81 	1125.13 	931.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,IT	: 	920.37 	891.24 	882.62 	893.51 	883.40 	902.85 	912.48 	445.96 	656.26 	655.57 	663.84 	669.93 	689.77 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,JP	: 	1742.32 	1668.18 	2043.53 	1841.06 	803.56 	801.26 	807.85 	784.98 	383.74 	359.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,LT	: 	: n	: n	: n	: n	545.59 	548.25 	602.33 	606.04 	632.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,LU	: 	6125.48 	6117.16 	6117.16 	6272.07 	6212.14 	6402.01 	4946.21 	5097.68 	4948.73 	5276.42 	5158.67 	5163.36 	4285.40 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,LV	: 	286.90 	368.56 	368.56 	390.94 	370.04 	402.12 	452.99 	374.48 	398.74 	424.22 	454.61 	339.04 	339.49 	341.30 	343.98 	345.15 	355.96 	366.04 	: 
PPS,FAM,CPL_2CH_100_33,MT	: 	1190.15 	898.64 	641.89 	634.11 	626.33 	646.91 	575.22 	632.88 	729.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,NL	: 	1691.40 	1708.12 	1750.64 	1784.82 	1737.42 	1779.04 	1794.05 	1685.83 	1637.30 	1616.35 	1581.46 	1612.29 	1557.80 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,NO	: 	1932.17 	1918.97 	1918.97 	1974.55 	1963.70 	2025.30 	2112.18 	2073.11 	2067.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,PL	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	397.57 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,PT	: 	781.99 	731.60 	731.60 	788.04 	778.13 	703.10 	701.28 	686.20 	664.57 	631.76 	808.63 	729.59 	703.87 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,RO	: 	446.22 	394.36 	394.36 	408.55 	685.74 	332.06 	519.18 	283.46 	507.71 	287.14 	345.90 	312.71 	342.71 	255.14 	329.44 	389.70 	425.73 	1018.65 	: 
PPS,FAM,CPL_2CH_100_33,SE	: 	2325.58 	2365.04 	2365.04 	2363.32 	2308.46 	2424.62 	2468.77 	2407.77 	2060.79 	2057.85 	2022.93 	2044.22 	2055.39 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,SI	: 	1873.64 	2205.32 	1758.61 	1786.07 	1747.88 	1735.92 	1581.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,SK	: 	816.05 	747.59 	730.01 	741.38 	704.19 	19.77 	680.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,TR	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,UK	: 	1898.33 	1985.50 	1985.50 	2043.14 	2041.26 	2011.08 	2024.99 	2015.94 	1971.00 	1951.17 	1878.00 	1857.80 	1850.90 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_33,US	: 	: n	: n	: n	: n	: 	1554.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,AT	: 	4394.43 	4602.77 	4602.77 	4643.56 	4620.52 	4283.36 	4404.06 	4430.19 	4401.70 	4372.21 	4371.91 	4197.42 	4140.61 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,BE	: 	3361.97 	3356.26 	3264.32 	3161.41 	3185.41 	3208.45 	3054.95 	2909.03 	2893.36 	2807.10 	2757.38 	2890.04 	2769.47 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,BG	: 	935.23 	870.04 	870.04 	850.17 	864.20 	624.01 	511.54 	519.45 	510.26 	526.56 	453.63 	403.27 	258.20 	273.20 	278.22 	278.49 	250.95 	264.33 	: 
PPS,FAM,CPL_2CH_100_67,CH	: 	3242.03 	3041.16 	3041.16 	2936.31 	2869.47 	3297.17 	2583.80 	2477.29 	2460.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,CY	: 	: 	: 	: 	: 	: 	: 	777.86 	769.14 	766.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,CZ	: 	814.44 	1122.74 	988.72 	1035.99 	1065.55 	1404.01 	1875.49 	447.26 	440.32 	425.15 	432.43 	853.49 	832.80 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,DE	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,DK	: 	2672.34 	2557.05 	2548.06 	2564.81 	2153.08 	2194.38 	2192.53 	2133.16 	2078.77 	2053.00 	1992.92 	2031.24 	1945.72 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,EE	: 	622.19 	590.88 	590.88 	39.18 	: 	37.85 	627.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,EL	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,ES	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,FI	: 	2125.81 	2110.42 	2033.65 	2055.33 	2013.86 	2081.96 	2112.38 	2058.16 	2041.28 	2040.19 	1900.29 	1941.48 	1928.17 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,FR	: 	1366.63 	1383.27 	1369.54 	1329.49 	1302.04 	1270.62 	1323.21 	1272.30 	1274.90 	1228.49 	1228.22 	1277.44 	1235.79 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,HR	: 	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,HU	: 	1866.60 	1775.45 	1775.45 	1769.71 	1772.14 	1830.68 	1817.78 	1797.06 	1024.62 	983.02 	985.22 	927.23 	830.23 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,IE	: 	2842.15 	2888.46 	2888.46 	3045.58 	3160.88 	3057.64 	3046.94 	2850.92 	2701.21 	2479.71 	2231.89 	1645.30 	1085.12 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,IS	: 	392.10 	93.72 	367.61 	518.42 	991.66 	932.20 	238.97 	430.19 	158.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,IT	: 	850.18 	823.10 	795.98 	817.61 	816.03 	832.87 	843.99 	297.31 	295.56 	295.25 	298.98 	301.72 	310.70 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,JP	: 	1742.32 	1668.18 	2043.53 	1841.06 	803.56 	801.26 	807.85 	784.98 	383.74 	359.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,LT	: 	: n	: n	: n	: n	545.59 	548.25 	602.33 	606.04 	632.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,LU	: 	6125.48 	6117.16 	6117.16 	6272.07 	6212.14 	6402.01 	4946.21 	5097.68 	4948.73 	5276.42 	5158.67 	5163.36 	4285.40 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,LV	: 	286.90 	368.56 	368.56 	390.94 	370.04 	402.12 	452.99 	374.48 	398.74 	424.22 	454.61 	339.04 	339.49 	341.30 	343.98 	345.15 	355.96 	366.04 	: 
PPS,FAM,CPL_2CH_100_67,MT	: 	1190.15 	898.64 	641.89 	634.11 	626.33 	646.91 	160.50 	161.97 	165.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,NL	: 	1691.40 	1708.12 	1750.64 	1784.82 	1737.42 	1779.04 	1794.05 	1685.83 	1637.30 	1616.35 	1581.46 	1612.29 	1557.80 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,NO	: 	1932.17 	1918.97 	1918.97 	1974.55 	1963.70 	2025.30 	2112.18 	2073.11 	2067.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,PL	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	397.57 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,PT	: 	: n	731.60 	: n	567.56 	662.32 	601.41 	602.70 	592.41 	664.57 	631.76 	808.63 	568.60 	703.87 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,RO	: 	446.22 	394.36 	394.36 	408.55 	391.85 	332.06 	519.18 	283.46 	507.71 	287.14 	345.90 	312.71 	342.71 	255.14 	329.44 	389.70 	425.73 	1018.65 	: 
PPS,FAM,CPL_2CH_100_67,SE	: 	2325.58 	2365.04 	2365.04 	2363.32 	2308.46 	2424.62 	2468.77 	2407.77 	2060.79 	2057.85 	2022.93 	2044.22 	2055.39 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,SI	: 	1395.62 	1370.62 	1455.49 	1478.24 	1446.66 	1436.69 	1308.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,SK	: 	816.05 	747.59 	730.01 	741.38 	704.19 	19.77 	680.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,TR	: 	: n	: n	: n	: n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,UK	: 	1898.33 	1985.50 	1985.50 	2043.14 	2041.26 	2011.08 	2024.99 	2015.94 	1971.00 	1951.17 	1878.00 	1857.80 	1850.90 	: 	: 	: 	: 	: 	: 
PPS,FAM,CPL_2CH_100_67,US	: 	: n	: n	: n	: n	: 	1554.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,AT	: 	37415.49 	38402.30 	36905.12 	35964.66 	35161.81 	35332.39 	35323.71 	34469.13 	33157.92 	31897.16 	31252.30 	29937.64 	28898.37 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,BE	: 	41482.84 	41501.04 	38505.26 	37194.38 	36167.40 	36858.45 	35983.28 	34977.58 	34425.41 	33445.74 	32513.68 	33824.99 	32093.56 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,BG	: 	10550.24 	9299.10 	8777.07 	7686.95 	7584.41 	6793.38 	5692.02 	4890.32 	4560.41 	3879.76 	3760.10 	3609.35 	3450.56 	3513.13 	3302.19 	3169.94 	2764.75 	2979.03 	: 
PPS,GRS,A1_100,CH	: 	48491.38 	44056.08 	39238.12 	36865.72 	35909.00 	36307.85 	36470.54 	34178.61 	33477.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,CY	: 	: 	: 	: 	: 	: 	: 	25307.83 	23593.44 	22716.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,CZ	: 	16822.97 	15965.15 	15436.91 	15779.96 	15229.31 	15138.70 	14469.91 	13435.18 	12637.82 	11833.09 	11290.44 	10647.57 	10221.82 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,DE	: 	43288.23 	43436.69 	42510.74 	40686.68 	38836.24 	39992.27 	39627.91 	38148.37 	37429.28 	36366.41 	35041.45 	34137.05 	32907.65 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,DK	: 	38201.74 	36716.25 	35817.55 	35425.11 	34011.40 	34496.00 	33863.51 	32055.57 	30587.49 	30477.24 	29684.09 	30418.40 	28997.16 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,EE	: 	15765.05 	14055.62 	12728.36 	815.67 	: 	780.63 	11851.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,EL	: 	24051.67 	21006.53 	16449.66 	21410.38 	19211.58 	18341.83 	18422.25 	17180.44 	16074.71 	15771.62 	15089.03 	13525.61 	11834.78 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,ES	: 	28612.75 	26302.04 	25956.53 	25630.45 	24712.13 	24430.21 	23680.83 	23063.78 	22601.11 	22034.25 	21935.01 	21982.55 	20991.24 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,FI	: 	34322.78 	33260.27 	33233.89 	32532.34 	30649.52 	30802.45 	29736.33 	27330.50 	26496.21 	25373.95 	24021.42 	23800.49 	22530.44 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,FR	: 	32855.09 	33275.83 	32536.81 	31157.82 	29886.35 	29996.52 	29996.58 	28898.37 	28174.79 	26923.22 	26225.50 	27227.75 	26486.53 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,HR	: 	18870.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,HU	: 	17154.49 	15293.63 	14595.70 	13926.18 	13526.51 	13398.20 	12859.15 	12408.76 	11557.84 	10876.51 	10534.92 	10211.63 	9273.40 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,IE	: 	29497.29 	28047.60 	28232.53 	27332.41 	25231.47 	25209.30 	25137.23 	24039.61 	23434.93 	22207.31 	20994.94 	20039.93 	20192.87 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,IS	: 	36238.02 	33117.81 	30384.10 	29244.19 	29826.37 	36535.56 	38897.45 	36194.96 	34470.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,IT	: 	29346.76 	27681.89 	27799.00 	27253.77 	26001.40 	26091.48 	25179.29 	24220.12 	23323.48 	22606.04 	22302.53 	22046.51 	22241.63 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,JP	: 	35104.90 	33282.52 	33234.44 	33285.98 	32329.79 	32237.18 	33582.19 	32571.17 	31843.48 	29505.91 	28393.51 	27503.83 	26455.93 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,LT	: 	12568.72 	11052.64 	10566.46 	10661.40 	10407.09 	11221.03 	10535.87 	8974.98 	7981.29 	7413.80 	6209.11 	6430.82 	6060.11 	6014.03 	5991.23 	5585.16 	5060.69 	4357.62 	3892.10 
PPS,GRS,A1_100,LU	: 	43081.92 	41730.06 	40574.24 	41123.54 	39787.42 	40033.19 	39433.99 	39091.59 	37647.68 	39375.62 	38338.69 	37650.95 	36454.51 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,LV	: 	9766.92 	12134.04 	11616.21 	11851.25 	11261.13 	10848.63 	10046.37 	8577.14 	7441.05 	6780.01 	6462.94 	6185.26 	5805.58 	5522.42 	4467.04 	4429.07 	4459.42 	3837.82 	: 
PPS,GRS,A1_100,MT	: 	27833.69 	26254.40 	25296.71 	22760.59 	21445.52 	21703.83 	20583.58 	20298.65 	20007.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,NL	: 	43724.84 	42904.76 	42429.05 	42608.63 	40740.47 	41157.28 	41174.86 	39214.18 	36931.36 	35705.20 	33954.28 	34220.27 	32923.49 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,NO	: 	43517.92 	42100.21 	40170.16 	39800.42 	38123.95 	38360.27 	38189.50 	35360.66 	33557.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,PL	: 	17149.07 	15916.52 	15771.97 	14453.83 	13925.24 	13889.99 	13826.15 	12030.18 	11338.97 	11202.21 	11046.33 	10725.99 	10418.00 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,PT	: 	21282.51 	18055.40 	20201.74 	19816.22 	19315.73 	18959.43 	18777.22 	17529.90 	16489.42 	15679.13 	15515.63 	15433.19 	13684.71 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,RO	: 	11431.81 	9830.87 	9882.51 	9513.43 	8650.15 	8685.50 	7561.93 	6442.75 	5782.39 	5567.43 	4931.74 	4830.73 	4775.21 	4112.63 	3023.97 	3075.51 	3287.35 	4075.73 	: 
PPS,GRS,A1_100,SE	: 	34299.74 	33924.69 	32885.93 	32229.40 	31679.32 	32371.44 	31497.16 	29606.27 	28515.96 	27594.39 	26065.23 	25693.15 	25079.06 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,SI	: 	21860.73 	20071.85 	19887.05 	20134.94 	19056.32 	19152.83 	18540.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,SK	: 	14742.17 	13572.36 	13346.99 	13099.14 	12486.19 	405.39 	12650.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,TR	: 	17920.35 	18386.24 	15108.39 	14869.86 	13492.74 	14479.19 	13766.94 	13014.07 	14045.50 	13288.72 	13040.15 	14211.27 	14730.85 	15440.13 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,UK	: 	37898.24 	40544.95 	38740.41 	39877.68 	39372.65 	41068.61 	42597.18 	41671.36 	40373.95 	39812.73 	37551.73 	36465.99 	35653.36 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_100,US	: 	36628.12 	38814.68 	38122.14 	38905.26 	37474.14 	36555.40 	37190.54 	35576.38 	34406.78 	33219.50 	32560.77 	31575.02 	30485.17 	30015.73 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,AT	: 	46769.36 	48002.88 	46131.40 	44955.83 	43952.26 	44165.48 	44154.64 	43086.41 	41447.40 	39871.45 	39065.37 	37422.05 	36122.96 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,BE	: 	51853.55 	51876.31 	48131.57 	46492.97 	45209.25 	46073.07 	44979.10 	43721.97 	43031.77 	41807.18 	40642.10 	42281.24 	40116.95 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,BG	: 	13187.79 	11623.87 	10971.34 	9608.69 	9480.51 	8491.72 	7115.58 	6112.62 	5700.21 	4850.00 	4700.13 	4511.37 	4312.89 	4391.08 	4127.40 	3962.49 	3455.97 	3725.01 	: 
PPS,GRS,A1_125,CH	: 	60614.23 	55070.10 	49047.64 	46082.15 	44886.25 	45384.82 	45588.17 	42723.27 	41846.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,CY	: 	: 	: 	: 	: 	: 	: 	31634.79 	29491.80 	28395.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,CZ	: 	21028.71 	19956.44 	19296.14 	19724.95 	19036.64 	18923.37 	18087.39 	16793.97 	15797.27 	14791.36 	14113.05 	13309.47 	12777.28 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,DE	: 	54110.29 	54295.86 	53138.41 	50858.35 	48545.29 	49990.34 	49534.89 	47685.46 	46786.60 	45458.02 	43801.81 	42671.32 	41134.57 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,DK	: 	47752.17 	45895.32 	44771.94 	44281.39 	42514.25 	43120.00 	42329.39 	40069.46 	38234.37 	38096.54 	37105.11 	38023.00 	36246.45 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,EE	: 	19706.31 	17569.52 	15910.44 	1019.59 	: 	975.79 	14814.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,EL	: 	30064.59 	26258.15 	20562.07 	26762.98 	24014.48 	22927.29 	23027.81 	21475.55 	20093.38 	19714.53 	18861.29 	16907.02 	14793.47 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,ES	: 	35765.94 	32877.54 	32445.66 	32038.07 	30890.16 	30537.76 	29601.03 	28829.73 	28251.39 	27542.81 	27418.76 	27478.20 	26239.06 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,FI	: 	42903.47 	41575.34 	41542.37 	40665.43 	38311.90 	38503.07 	37170.41 	34163.13 	33120.26 	31717.44 	30026.77 	29750.62 	28163.05 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,FR	: 	41068.86 	41594.78 	40671.02 	38947.28 	37357.93 	37495.65 	37495.72 	36122.96 	35218.49 	33654.02 	32781.87 	34034.68 	33108.16 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,HR	: 	23588.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,HU	: 	21443.11 	19117.04 	18244.63 	17407.73 	16908.13 	16747.75 	16073.94 	15510.94 	14447.30 	13595.63 	13168.64 	12764.54 	11591.75 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,IE	: 	36871.61 	35059.50 	35290.67 	34165.51 	31539.34 	31511.63 	31421.54 	30049.52 	29293.67 	27759.14 	26243.67 	25049.92 	25241.09 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,IS	: 	45297.53 	41397.26 	37980.12 	36555.24 	37282.96 	45669.45 	48621.81 	45243.70 	43088.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,IT	: 	36683.45 	34602.37 	34748.75 	34067.21 	32501.75 	32614.35 	31474.12 	30275.15 	29154.35 	28257.54 	27878.16 	27558.14 	27802.04 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,JP	: 	43881.13 	41603.15 	41543.06 	41607.47 	40412.24 	40296.48 	41977.74 	40713.97 	39804.35 	36882.38 	35491.89 	34379.79 	33069.91 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,LT	: 	15710.90 	13815.80 	13208.07 	13326.76 	13008.87 	14026.29 	13169.83 	11218.73 	9976.61 	9267.39 	7761.25 	8038.79 	7575.39 	7517.66 	7489.04 	6981.33 	6325.99 	5447.16 	4865.13 
PPS,GRS,A1_125,LU	: 	53852.40 	52162.57 	50717.80 	51404.43 	49734.27 	50041.49 	49292.49 	48864.48 	47059.60 	49219.52 	47923.37 	47063.69 	45568.14 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,LV	: 	12208.65 	15167.55 	14520.26 	14814.06 	14076.41 	13560.78 	12557.96 	10721.42 	9301.31 	8475.01 	8078.69 	7731.59 	7257.00 	6903.01 	5583.79 	5536.35 	5574.27 	4797.29 	: 
PPS,GRS,A1_125,MT	: 	34792.11 	32818.01 	31620.89 	28450.74 	26806.90 	27129.79 	25729.47 	25373.31 	25009.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,NL	: 	54656.05 	53630.95 	53036.32 	53260.79 	50925.59 	51446.60 	51468.57 	49017.72 	46164.20 	44631.50 	42442.85 	42775.34 	41154.36 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,NO	: 	54397.40 	52625.27 	50212.70 	49750.53 	47654.93 	47950.34 	47736.87 	44200.83 	41946.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,PL	: 	21436.34 	19895.66 	19714.96 	18067.29 	17406.55 	17362.48 	17282.69 	15037.73 	14173.72 	14002.76 	13807.91 	13407.48 	13022.50 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,PT	: 	26603.14 	22569.25 	25252.16 	24770.27 	24144.67 	23699.28 	23471.53 	21912.37 	20611.78 	19598.92 	19394.54 	19291.50 	17105.90 	: 	: 	: 	: 	: 	: 
PPS,GRS,A1_125,RO	: 	14289.76 	12288.59 	12353.14 	11891.78 	10812.69 	10856.88 	9452.42 	8053.44 	7227.98 	6959.29 	6164.68 	6038.41 	5969.02 	5140.80 	3779.96 	3844.38 	4109.19 	5094.66 	: 
