currency,estruct,ecase,geo\time	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
EUR,SOC,CPL_2CH_100_33,JP	6533.78 	7027.57 	8722.93 	7709.31 	7111.16 	6013.09 	5141.00 	4982.73 	5556.34 	5744.45 	5657.64 	5786.28 	7655.91 	6190.28 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,LT	: 	922.57 	870.09 	831.81 	810.01 	825.28 	295.17 	252.26 	205.36 	174.85 	158.42 	130.04 	139.04 	130.92 	126.38 	37.29 	33.90 	29.10 	21.26 	16.05 
EUR,SOC,CPL_2CH_100_33,LU	8873.02 	8698.86 	8453.17 	8782.44 	7968.88 	7792.04 	7519.12 	7230.06 	6758.83 	6529.91 	6218.47 	6067.06 	5891.98 	5822.76 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,LV	: 	1363.14 	1326.23 	1253.45 	983.08 	991.09 	970.58 	800.84 	623.77 	508.23 	455.55 	420.71 	421.70 	410.05 	388.61 	278.79 	261.03 	255.17 	65.62 	: 
EUR,SOC,CPL_2CH_100_33,MT	: 	2037.40 	1929.45 	1817.91 	1718.78 	1698.15 	1686.69 	670.55 	655.27 	631.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,NL	8120.35 	8454.76 	8023.56 	8190.78 	8070.84 	7760.10 	8538.93 	8412.93 	8877.54 	9848.63 	9872.64 	9508.57 	8445.38 	8314.75 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,NO	7080.41 	6983.02 	7105.84 	6503.16 	6096.93 	5385.61 	5576.24 	5460.66 	5140.62 	4914.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,PL	2400.13 	2346.63 	2209.99 	2223.98 	2149.14 	1915.55 	2281.36 	2390.92 	2221.19 	2030.67 	1730.92 	1728.46 	1868.45 	1922.17 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,PT	2550.84 	2580.75 	2492.95 	2371.23 	2420.09 	2512.25 	2447.95 	2360.02 	2184.24 	2059.46 	2009.27 	1957.98 	1953.82 	1693.15 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,RO	: 	1282.43 	1236.59 	1307.69 	1192.22 	1096.86 	1124.52 	1090.05 	839.57 	712.73 	545.43 	484.18 	542.81 	344.64 	302.18 	91.42 	70.64 	60.80 	65.12 	: 
EUR,SOC,CPL_2CH_100_33,SE	4176.51 	4218.92 	4147.47 	3887.04 	3606.89 	3182.94 	3421.67 	3405.37 	3274.12 	3178.13 	3123.53 	3013.96 	2925.41 	2809.26 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,SI	5247.03 	5194.62 	5154.94 	5106.34 	4971.74 	4737.96 	4646.52 	4309.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,SK	1843.17 	1782.38 	1748.34 	1709.49 	1661.86 	1615.68 	1575.84 	1428.80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,TR	1947.30 	2505.96 	2525.07 	1936.52 	2169.89 	1729.86 	2001.10 	1929.81 	1729.68 	1876.69 	1571.03 	1491.07 	1467.18 	1500.08 	1800.69 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,UK	4686.06 	4505.75 	4829.49 	4322.91 	4398.17 	4084.39 	4640.11 	5447.12 	5131.71 	4933.65 	4796.50 	4467.25 	4219.90 	4096.68 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_33,US	3835.07 	3722.05 	2812.10 	2532.73 	3515.26 	3245.09 	2936.07 	3074.66 	3198.83 	3085.71 	3012.61 	3253.64 	3778.17 	3872.06 	3658.71 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,AT	12838.15 	12647.29 	12275.79 	11969.47 	11610.98 	11385.63 	11212.88 	10902.90 	10576.37 	10239.90 	9889.52 	9717.15 	9319.29 	9112.84 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,BE	10873.03 	10814.66 	10746.78 	10460.39 	10174.43 	9581.44 	9514.51 	9033.88 	8803.46 	8569.48 	8341.52 	8091.61 	8020.63 	7736.51 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,BG	: 	1071.42 	988.92 	933.40 	784.70 	818.31 	725.07 	538.40 	455.57 	410.57 	285.67 	268.47 	258.57 	198.13 	203.87 	60.33 	59.57 	47.44 	: 	: 
EUR,SOC,CPL_2CH_100_67,CH	7778.88 	7459.50 	7511.92 	6437.56 	5503.04 	5013.95 	4732.00 	4598.97 	4639.91 	4649.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,CY	: 	: 	: 	: 	: 	: 	: 	2350.03 	2242.05 	2161.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,CZ	2081.99 	2108.33 	2190.03 	2165.71 	2083.35 	1954.96 	2277.01 	1881.12 	1716.97 	1532.32 	1365.85 	1283.08 	1265.59 	1064.64 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,DE	15482.28 	15060.44 	15147.61 	14914.14 	14096.65 	13956.88 	14084.63 	14037.83 	13995.77 	13657.88 	13239.75 	13020.00 	12527.67 	12056.00 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,DK	2954.61 	2906.18 	2877.60 	9651.40 	9481.97 	9229.96 	9008.67 	8726.37 	8391.90 	8175.56 	8082.37 	7941.20 	7727.25 	7448.32 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EA17	: 	9134.51 	9090.69 	8872.49 	8505.42 	8323.04 	8255.65 	8054.61 	8096.02 	8000.10 	7836.02 	7721.49 	7429.54 	7267.99 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EA18	: 	9089.87 	9041.79 	8826.02 	8454.72 	8768.77 	8706.42 	8685.56 	8801.38 	8790.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EA19	: 	9021.67 	8966.89 	8753.99 	8381.06 	8690.66 	8616.13 	8594.62 	8708.90 	8698.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EE	415.36 	391.84 	514.55 	484.81 	454.14 	: 	17.69 	377.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EL	6466.64 	6866.45 	7353.88 	7597.75 	7745.38 	5933.12 	5344.00 	5292.48 	4896.32 	4544.96 	4422.08 	4147.20 	3449.35 	3097.32 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,ES	2774.33 	2760.00 	2745.95 	2705.77 	2628.42 	2557.37 	2460.83 	2327.20 	2240.26 	2181.89 	2121.47 	2051.55 	1968.58 	1896.46 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU15	: 	8672.42 	8609.91 	8421.94 	8107.89 	8343.60 	8398.56 	8528.86 	8422.70 	8356.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU25	: 	7507.95 	7709.53 	7541.68 	7258.27 	7038.81 	7141.57 	7153.36 	7069.90 	6941.48 	6772.16 	6612.66 	6364.70 	6205.05 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU27	: 	7239.71 	7399.75 	7245.91 	6969.86 	6745.43 	6842.46 	6852.52 	6755.69 	6635.04 	6452.55 	6314.17 	6072.91 	5912.97 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,EU28	: 	7220.48 	7308.76 	7156.32 	6879.76 	6842.56 	7066.05 	7204.83 	7050.01 	6984.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,FI	5722.70 	5345.97 	5240.80 	4784.41 	4647.25 	4022.10 	3830.26 	3968.80 	3755.44 	3446.02 	3175.54 	3074.07 	2995.68 	3050.32 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,FR	8781.77 	8482.67 	8301.72 	8119.11 	7936.28 	7793.47 	7662.70 	7397.50 	7105.86 	6913.30 	6711.15 	6538.65 	6221.98 	6192.93 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,HR	: 	4089.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,HU	3011.62 	3027.06 	2930.97 	2739.59 	2583.46 	2462.51 	2631.71 	2430.55 	1797.73 	1649.39 	1517.47 	1278.89 	1221.98 	1022.98 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,IE	2302.32 	2214.66 	1641.28 	1626.92 	2922.17 	2650.82 	2292.68 	2174.38 	2065.70 	1981.81 	2267.98 	1772.33 	1646.23 	1563.76 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,IS	360.58 	360.88 	364.59 	346.70 	324.91 	296.52 	343.93 	162.11 	143.89 	155.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,IT	4827.82 	4760.67 	4665.74 	4575.72 	4476.04 	4336.77 	4245.98 	4081.49 	3866.08 	3744.93 	3633.57 	3540.14 	3467.69 	3397.54 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,JP	8204.06 	8784.46 	10903.67 	9636.64 	8888.95 	7516.36 	6426.25 	6228.41 	6945.43 	7180.56 	7072.05 	7232.85 	9569.89 	7737.86 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,LT	: 	1158.42 	1092.51 	1044.46 	1017.08 	1036.25 	370.63 	316.75 	257.86 	219.55 	198.67 	162.48 	174.60 	164.14 	158.58 	46.90 	42.59 	36.59 	26.58 	20.07 
EUR,SOC,CPL_2CH_100_67,LU	11182.56 	10962.88 	10652.82 	11065.31 	10042.62 	9775.24 	9431.88 	9070.56 	8471.09 	8184.38 	7794.13 	7604.35 	7384.81 	7297.33 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,LV	: 	1711.60 	1665.27 	1573.88 	1234.40 	1244.45 	1218.71 	1005.58 	783.24 	638.16 	572.01 	528.27 	529.52 	514.89 	487.95 	350.06 	327.76 	320.40 	82.40 	: 
EUR,SOC,CPL_2CH_100_67,MT	: 	2559.82 	2437.04 	2306.99 	2180.09 	2138.20 	2117.88 	841.97 	822.78 	793.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,NL	12203.30 	12382.54 	12016.82 	12129.12 	11911.26 	11523.58 	13055.77 	12793.17 	13200.63 	14605.89 	14470.02 	13822.77 	12384.11 	12130.57 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,NO	8890.45 	8728.78 	8882.29 	8128.95 	7621.17 	6732.02 	6970.30 	6825.82 	6425.77 	6143.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,PL	3013.70 	2933.28 	2762.48 	2779.98 	2686.42 	2394.44 	2851.70 	2988.65 	2776.49 	2538.34 	2163.65 	2160.58 	2335.56 	2402.71 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,PT	3202.94 	3240.49 	3130.25 	2977.41 	3038.77 	3140.32 	3059.94 	2950.02 	2730.30 	2574.33 	2511.59 	2447.48 	2442.28 	2116.44 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,RO	: 	1610.27 	1552.71 	1641.99 	1535.47 	1377.26 	1411.99 	1368.74 	1054.19 	894.74 	684.86 	607.96 	681.58 	432.75 	379.43 	114.79 	88.70 	76.34 	81.77 	: 
EUR,SOC,CPL_2CH_100_67,SE	5242.62 	5282.32 	5192.96 	4850.50 	4508.61 	3983.39 	4274.48 	4248.60 	4084.54 	3964.58 	3912.63 	3759.23 	3656.77 	3511.58 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,SI	6588.37 	6522.57 	6472.75 	6411.72 	6242.72 	5922.45 	5808.15 	5386.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,SK	2314.36 	2238.02 	2195.28 	2146.50 	2086.70 	2019.60 	1969.80 	1786.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,TR	2445.10 	3132.45 	3156.34 	2420.65 	2712.36 	2162.33 	2501.37 	2412.26 	2162.11 	2345.86 	1963.79 	1863.83 	1833.98 	1875.11 	2250.86 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,UK	6489.53 	6180.07 	6599.60 	5903.13 	5864.12 	5458.59 	6177.26 	7226.82 	6821.57 	6560.21 	6380.18 	5951.91 	5642.86 	5484.59 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_100_67,US	4815.47 	4652.57 	3515.13 	3165.91 	4394.07 	4056.36 	3670.09 	3843.33 	3998.54 	3857.13 	3765.77 	4067.05 	4722.72 	4840.08 	4573.39 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EA17	: 	157.21 	206.44 	194.50 	182.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EA18	: 	686.69 	668.11 	631.45 	495.24 	499.28 	488.94 	403.44 	314.23 	256.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EA19	: 	464.75 	438.31 	419.03 	408.05 	415.74 	148.69 	127.08 	103.45 	88.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EU15	: 	2252.88 	2414.75 	2161.45 	2199.08 	2042.19 	2320.05 	2723.56 	2565.85 	2466.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EU25	: 	897.89 	880.74 	861.17 	837.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EU27	: 	429.85 	396.75 	374.48 	314.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,CPL_2CH_33_0,EU28	: 	1640.57 	396.75 	374.48 	314.82 	328.31 	290.90 	215.77 	182.53 	164.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,TOTAL,EA17	17625.31 	17625.31 	616.23 	555.30 	34.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,TOTAL,EA18	12489.17 	12489.17 	1994.34 	1884.89 	1478.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,TOTAL,EA19	11269.43 	11269.43 	1308.40 	1250.85 	1218.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,TOTAL,EU25	15147.65 	15147.65 	2629.08 	2588.34 	2499.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,TOTAL,EU27	: 	: 	1184.33 	1117.85 	939.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,SOC,TOTAL,EU28	: 	4897.21 	1184.33 	1117.85 	939.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,AT	7042.84 	6846.58 	6464.57 	6149.57 	5780.93 	5572.62 	6038.18 	5716.03 	5405.72 	5097.29 	5013.82 	4500.89 	4194.91 	4038.31 	3836.60 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,BE	13164.91 	13119.98 	13174.17 	12868.03 	12472.77 	11460.15 	11599.96 	10857.75 	10527.72 	10274.17 	9976.25 	9706.79 	9848.26 	9600.36 	9191.84 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,BG	: 	433.18 	399.83 	377.39 	341.34 	327.93 	290.56 	223.95 	171.29 	177.93 	140.28 	135.22 	143.14 	163.23 	180.31 	186.62 	197.50 	139.19 	160.42 	: 
EUR,TAX,A1_100,CH	8299.14 	7778.33 	7427.19 	6273.99 	5391.32 	4901.10 	4597.59 	4706.32 	4638.40 	4657.45 	4603.89 	4522.38 	4668.04 	4420.18 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,CY	: 	: 	: 	: 	: 	: 	: 	495.72 	519.99 	383.56 	: 	: 	112.98 	722.36 	688.25 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,CZ	1375.98 	1355.38 	1413.36 	1413.04 	1301.67 	1203.68 	1217.50 	938.37 	816.76 	848.36 	737.54 	667.44 	638.86 	510.71 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,DE	8783.93 	8494.86 	8436.84 	8173.09 	7816.50 	8532.84 	8830.35 	8495.92 	8148.82 	8045.43 	8163.59 	8320.79 	8011.67 	7559.87 	7809.62 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,DK	18995.76 	19007.87 	19063.03 	14393.15 	14102.63 	14211.13 	14562.93 	14136.63 	13397.15 	12928.58 	12847.89 	13215.59 	12858.19 	12744.43 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EA17	: 	6760.78 	6477.68 	6222.21 	5911.75 	5985.44 	5879.28 	5615.09 	5443.46 	5236.12 	5189.00 	5163.83 	5120.22 	4895.91 	4895.68 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EA18	: 	6730.97 	6447.03 	6193.51 	5883.01 	6333.09 	6298.50 	6277.77 	6236.48 	6221.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EA19	: 	6682.20 	6395.52 	6144.72 	5833.55 	6277.69 	6246.62 	6224.84 	6182.15 	6167.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EE	2196.44 	2051.54 	1883.26 	1753.44 	1620.08 	1595.96 	102.00 	1525.50 	1351.70 	1184.98 	1193.60 	1173.07 	1067.36 	948.12 	862.42 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EL	1796.44 	1888.09 	2248.30 	2515.92 	1749.85 	893.61 	547.56 	548.90 	277.93 	139.58 	241.19 	132.96 	108.35 	57.40 	110.48 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,ES	4350.06 	4312.09 	4274.88 	4003.53 	3812.26 	3649.24 	3010.02 	3131.63 	2991.14 	2874.52 	2753.40 	2604.91 	2625.77 	2472.60 	2337.69 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EU15	: 	6924.22 	6940.21 	6522.34 	6306.19 	6593.12 	6767.23 	7016.82 	6924.46 	6847.59 	5947.73 	5826.06 	5843.17 	5632.85 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EU25	: 	5767.71 	6066.40 	5705.17 	5506.34 	5478.13 	5577.82 	5637.59 	5461.68 	5270.24 	5205.70 	5098.92 	5107.08 	4909.49 	4880.27 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EU27	: 	5540.71 	5799.19 	5459.68 	5267.49 	5229.44 	5324.41 	5378.28 	5205.23 	5026.70 	4954.80 	4864.09 	4864.40 	4679.71 	4644.55 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,EU28	: 	5514.57 	5722.55 	5387.55 	5195.73 	5408.82 	5544.09 	5754.35 	5670.41 	5622.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,FI	9709.61 	9491.04 	9009.61 	8944.76 	8794.59 	8826.86 	9035.64 	8421.96 	7993.42 	8188.31 	7858.81 	7834.25 	7743.91 	7421.64 	7355.52 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,FR	5482.17 	5350.89 	5231.91 	5054.34 	4909.39 	4833.27 	4771.47 	4577.66 	4871.47 	4714.06 	4495.08 	4423.41 	4462.51 	4308.15 	4111.20 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,HR	: 	1259.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,HU	1559.67 	1570.80 	1569.56 	1639.14 	1311.73 	1804.31 	1974.78 	1870.80 	1577.51 	1480.68 	1412.50 	1257.45 	1407.83 	1269.64 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,IE	5674.41 	5044.54 	4788.14 	4730.08 	3447.76 	3228.31 	2850.00 	2717.00 	2866.20 	2942.60 	3032.60 	2989.20 	2838.20 	2915.59 	6323.19 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,IS	12411.28 	10620.98 	10942.84 	9599.53 	8797.91 	7565.15 	10149.31 	15460.70 	14491.82 	14824.17 	11514.54 	10635.53 	9877.07 	8673.96 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,IT	6737.63 	6497.78 	6318.46 	6140.58 	5857.57 	5547.38 	5379.60 	5083.52 	4936.80 	4601.42 	4584.14 	4371.06 	4455.28 	4277.32 	4166.61 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,JP	2651.53 	2895.37 	3647.50 	3259.83 	3137.49 	2914.83 	2492.09 	2496.89 	2461.49 	2421.45 	2432.52 	2481.44 	2679.53 	3259.37 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,LT	: 	1058.90 	979.97 	922.42 	889.63 	912.60 	1508.55 	1406.77 	1117.52 	1113.54 	976.57 	739.42 	904.49 	845.55 	815.11 	726.77 	671.22 	555.10 	414.45 	301.41 
EUR,TAX,A1_100,LU	9594.47 	9198.04 	8221.94 	7755.50 	7191.83 	6763.38 	7213.03 	7080.70 	6476.98 	5970.63 	5470.43 	5156.78 	4780.60 	5865.96 	6128.16 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,LV	: 	1805.45 	1823.39 	1715.18 	1789.09 	1596.07 	1503.15 	1307.83 	1047.64 	853.91 	771.11 	701.26 	693.01 	666.86 	625.91 	429.17 	400.69 	389.41 	297.02 	: 
EUR,TAX,A1_100,MT	: 	2645.36 	2482.85 	2221.75 	1761.75 	1555.00 	1571.25 	629.75 	735.10 	665.20 	1478.97 	1408.12 	1592.08 	1411.91 	1291.76 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,NL	7848.43 	7658.73 	8098.41 	7583.02 	7322.21 	7355.14 	6671.41 	6149.69 	5401.71 	4321.65 	4083.16 	3782.28 	3928.03 	3658.78 	2772.60 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,NO	13393.71 	14361.43 	14754.76 	13428.28 	12536.09 	11046.98 	11638.11 	11415.87 	10524.54 	10029.90 	9751.16 	9876.23 	10533.36 	9601.93 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,PL	705.09 	683.54 	632.11 	634.36 	600.42 	528.82 	692.47 	578.20 	491.20 	444.26 	376.84 	377.51 	408.75 	425.42 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,PT	2834.75 	2900.16 	2007.57 	1989.72 	1852.75 	1990.10 	1970.27 	1906.23 	1666.54 	1514.43 	1579.93 	1534.38 	1564.57 	1193.76 	1250.31 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,RO	: 	732.95 	701.16 	741.76 	680.66 	595.31 	648.86 	519.35 	362.40 	285.97 	268.26 	223.10 	186.41 	235.67 	194.64 	273.91 	306.90 	261.54 	273.92 	: 
EUR,TAX,A1_100,SE	7789.53 	8157.43 	7959.70 	7410.30 	6858.02 	6273.04 	7298.96 	7497.00 	8380.45 	8219.60 	8216.41 	7800.36 	7386.12 	7630.17 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,SI	1980.58 	1943.09 	1954.63 	1965.44 	1892.44 	1742.89 	1726.91 	1572.11 	1744.34 	1638.14 	1681.27 	1591.93 	1507.37 	1447.33 	1196.77 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,SK	979.06 	935.74 	921.64 	902.00 	769.42 	723.05 	830.04 	712.79 	524.13 	447.60 	400.76 	322.61 	270.93 	284.07 	277.30 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,TR	1212.57 	1693.50 	1668.65 	1202.27 	1367.00 	1044.08 	1269.17 	1488.32 	1328.65 	1454.72 	1213.69 	1100.91 	1109.14 	1048.84 	1421.35 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,UK	6359.51 	6148.52 	6851.43 	6178.52 	6486.52 	6042.16 	6868.69 	8607.45 	8135.89 	7817.75 	7606.67 	7100.80 	7410.56 	7193.08 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_100,US	6478.93 	6179.59 	6443.45 	5766.12 	5560.78 	4994.24 	4748.68 	5104.80 	5256.22 	5028.23 	4939.04 	5348.59 	6300.05 	6520.19 	6191.20 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,AT	10343.24 	10097.91 	9620.40 	9226.65 	8765.85 	8505.46 	8951.47 	8548.78 	8124.58 	7687.49 	7702.04 	7059.87 	6536.00 	6266.33 	5877.59 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,BE	18393.50 	18329.90 	18368.58 	17920.93 	17388.36 	16015.94 	16195.29 	15163.24 	14696.55 	14335.91 	13920.30 	13509.68 	13760.83 	13396.73 	12820.34 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,BG	: 	541.48 	499.79 	471.73 	426.68 	409.91 	363.21 	348.71 	277.12 	273.03 	231.92 	217.53 	222.14 	247.41 	260.73 	265.88 	272.46 	199.58 	218.38 	: 
EUR,TAX,A1_125,CH	12357.37 	11678.84 	11230.32 	9311.89 	8078.80 	7332.61 	6875.63 	6996.54 	6867.66 	6965.78 	6882.78 	6740.42 	6940.67 	6572.99 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,CY	: 	: 	: 	: 	: 	: 	: 	1542.20 	1518.38 	1346.27 	448.57 	647.16 	679.65 	1538.49 	1474.07 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,CZ	1945.49 	1933.26 	2013.63 	2006.64 	1872.69 	1739.52 	1770.82 	1432.17 	1237.79 	1170.14 	1024.37 	936.89 	904.64 	734.28 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,DE	13020.81 	12582.99 	12519.69 	12149.38 	11537.48 	12423.68 	12810.87 	12337.17 	11849.76 	11702.06 	12031.22 	12193.69 	11752.70 	11107.59 	11344.93 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,DK	24793.50 	25302.78 	25850.82 	19789.47 	19268.01 	20668.32 	21060.90 	20334.25 	19187.23 	18478.97 	18401.62 	18646.61 	18173.72 	17954.66 	: 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EA17	: 	10134.84 	9652.03 	9260.07 	8760.95 	8821.10 	8684.87 	8271.66 	7941.80 	7667.80 	7705.24 	7640.97 	7534.90 	7225.48 	7229.50 	: 	: 	: 	: 	: 
EUR,TAX,A1_125,EA18	: 	10087.74 	9603.80 	9215.07 	8715.72 	9453.68 	9391.41 	9367.08 	9309.26 	9288.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
